t_ms,ax,ay,az,gx,gy,gz,label
0,6.551674963378905,4.845583068847656,2.180113342285156,2.1696564885496183,0.5426374045801527,-4.332507633587786,0
25,6.228457739257812,4.970081555175781,2.321371240234375,-0.01354961832061069,2.0311870229007636,-2.9279274809160305,0
50,6.470272106933593,4.716296179199219,2.251939392089844,-2.624236641221374,8.008286259541984,-2.668385496183206,0
75,6.439147485351561,4.852765673828125,2.299823425292969,-2.502099236641221,2.0693549618320612,-3.523347328244275,0
100,6.3002837890625,4.5367310546874995,2.1250467041015626,-1.3646946564885498,-8.144385496183206,-4.43937786259542,0
125,6.12071866455078,4.261397863769531,2.0125192260742186,-1.6013358778625952,-5.3428587786259545,-5.7523549618320615,0
150,6.034527404785156,4.278157275390625,2.041249645996094,-0.9143129770992368,1.2296603053435116,-6.485179389312978,0
175,6.020162194824217,4.531942651367188,2.069980065917969,1.6811068702290077,4.603706106870229,-7.836324427480916,0
200,6.31225479736328,4.2733688720703125,1.9167511596679685,5.497900763358778,3.7792786259541984,-9.859225190839695,0
225,6.209304125976561,4.5917976928710935,2.0173076293945313,8.910114503816793,1.4357671755725192,-11.11876717557252,0
250,6.317043200683593,4.6660179443359375,1.9981540161132811,9.329961832061068,2.92431679389313,-12.095866412213741,0
275,6.360138830566405,4.8360062622070314,2.0580090576171877,10.368129770992367,-1.129118320610687,-14.363041984732824,0
300,6.393657653808593,4.814458447265625,1.8497135131835936,11.28416030534351,-6.884843511450381,-16.882125954198475,0
325,5.905240515136717,4.677988952636719,2.0556148559570313,11.162022900763358,-5.3504923664122135,-21.09586641221374,0
350,5.175009008789062,4.3068876953125,2.2256031738281252,4.948282442748091,22.473935114503817,-31.813423664122137,0
375,5.366545141601562,4.1225341674804685,2.3668610717773437,-1.1509541984732823,42.71820992366412,-50.668385496183205,0
401,6.051286816406249,4.6492585327148435,1.8856265380859374,-2.578435114503817,46.15332442748091,-72.62258396946565,0
426,6.6689908447265625,5.824811547851563,2.625434851074219,4.96354961832061,27.351797709923666,-88.63785114503817,0
451,7.095158740234374,6.85431826171875,2.9701998901367186,12.169656488549618,13.290729007633589,-87.88212595419847,0
476,7.58357587890625,8.178311779785155,3.3963677856445313,19.31469465648855,-15.823774809160305,-70.52334732824427,0
501,8.071993017578123,8.678699926757812,3.2263794677734374,13.078053435114503,-16.777973282442748,-41.83632442748091,0
526,8.39999864501953,9.41371983642578,3.0132955200195313,1.2688931297709924,-4.487896946564886,-5.401209923664123,0
551,9.190085192871091,9.358653198242186,2.92471005859375,-9.998282442748092,-4.846675572519084,39.28581297709924,0
576,9.41514014892578,8.87741866455078,2.56079140625,-16.044083969465646,-15.434461832061068,90.08733969465649,0
601,9.053615698242186,9.602861767578124,2.5057247680664063,-19.044083969465646,-33.327591603053435,142.64459160305344,0
626,8.067204614257811,9.327528576660155,2.8241535888671874,-38.731106870229006,11.977751908396947,194.2552786259542,0
651,8.797436120605468,8.032265478515624,3.128217199707031,-54.227290076335876,33.55027099236641,236.8583320610687,0
676,8.775888305664061,7.076979016113281,3.195254846191406,-62.75400763358778,22.283095419847328,251.02627099236642,0
701,8.151001672363279,6.061837512207031,3.7147966064453124,-65.05935114503818,-18.999347328244273,251.02627099236642,0
726,6.7623647094726556,5.429768273925781,3.592692321777344,-84.54026717557252,-22.182553435114503,251.02627099236642,0
751,5.687368164062499,4.321252905273438,3.554385095214844,-107.9219465648855,-11.9001106870229,251.02627099236642,0
776,4.521391955566406,2.796146447753906,3.540019885253906,-131.47919847328245,4.054087786259542,251.02627099236642,0
801,4.157473303222655,1.3907500732421874,3.5112894653320312,-145.19675572519085,8.138057251908396,251.02627099236642,0
827,3.4440012084960934,-0.57728369140625,2.587127624511719,-150.83797709923664,-2.1672862595419846,251.02627099236642,0
852,2.4887147460937493,-0.32828671875000004,2.5823392211914062,-168.6166030534351,41.52737022900763,251.02627099236642,0
877,0.9492430786132808,-4.3218150878906245,1.145818225097656,-155.96774809160306,-21.144385496183205,251.02627099236642,0
902,-0.13533027343750037,-3.1223200561523434,0.7028909179687499,-154.7387404580153,-25.92301145038168,251.02627099236642,0
927,-1.339613708496094,-4.029722485351562,-0.4726620971679687,-126.04408396946566,-104.5795,251.02627099236642,0
952,-2.6276942016601565,-5.621866589355468,-0.9203778076171875,-79.55553435114504,-184.91537786259542,251.02627099236642,0
977,-4.887820568847657,-6.596306665039062,-1.5428702392578124,-63.051717557251905,-140.6558358778626,251.02627099236642,0
1002,-5.297229052734375,-7.096694812011718,-1.9450961181640625,-51.64713740458015,-104.61003435114503,251.02627099236642,0
1027,-8.835859106445312,-4.130278955078125,-3.4438663574218746,-47.27309160305343,-82.25125572519083,251.02627099236642,0
1052,-8.23730869140625,-5.969025830078125,-2.5723769531249996,-33.27309160305343,-63.15965267175573,251.02627099236642,0
1077,-10.669817578124999,-6.069582299804687,-2.6585682128906245,-32.89904580152672,-27.022248091603053,218.7132938931298,0
