t_ms,ax,ay,az,gx,gy,gz,label
5,6.13,7.6,-2.46,-20.13,34.63,-30.64,1
29,5.48,7.82,-2.29,-21.54,16.89,-28.44,1
54,5.31,7.74,-1.82,-20.5,4.57,-24.11,1
79,5.06,7.8,-1.54,-18.61,3.84,-21,1
103,4.93,7.66,-1.29,-17.33,-7.32,-18.62,1
128,4.83,7.63,-0.94,-15.32,-5.98,-18.81,1
152,4.82,7.69,-0.7,-13.12,-4.82,-19.9,1
177,4.83,7.8,-1.13,-10.87,8.11,-19.36,1
201,4.01,7.95,-1.19,-12.45,-1.89,-17.59,1
226,4.11,8.07,-0.91,-12.82,8.17,-13.62,1
252,3.96,8.15,-0.8,-11.41,14.57,-7.22,1
276,3.8,8.29,-0.78,-10.26,-1.35,-1.79,1
301,4.42,8.16,-0.38,-6.54,9.32,1.74,1
325,4.17,8.12,-0.34,-1.84,5.48,5.77,1
350,4.51,8.41,-0.5,1.57,-8.6,10.28,1
375,4.67,8.15,-0.44,4.68,-5.25,12.72,1
399,4.54,8,-0.62,6.02,-5.74,12.23,1
424,4.53,8.08,-1.01,6.63,1.89,12.41,1
448,4.79,8.03,-0.74,6.69,8.35,12.78,1
473,5.04,7.91,-0.68,8.83,8.11,12.96,1
497,4.91,7.9,-0.96,9.8,1.09,13.08,1
522,4.86,8.04,-1.27,9.56,8.04,12.6,1
547,5.83,7.74,-0.95,9.26,23.78,11.32,1
571,5.59,7.6,-1.55,8.34,-2.38,7.78,1
596,5.19,7.74,-1.7,1.69,-20.13,4.97,1
620,5.54,7.65,-1.45,-2.82,18.29,2.53,1
645,5.64,7.75,-1.32,-2.57,17.07,-1.18,1
669,5.36,7.68,-1.57,-3.12,-20.61,-3.5,1
694,5.29,7.61,-1.57,-5.13,-7.08,-4.84,1
719,5.01,7.67,-1.35,-7.88,9.14,-6.12,1
743,4.98,7.65,-1.28,-9.34,1.7,-6,1
768,4.9,7.83,-1.34,-9.59,-1.35,-3.2,1
792,4.77,7.87,-1.26,-11.66,-8.6,-0.45,1
817,4.78,7.72,-0.91,-13.12,-5.49,0.22,1
841,4.99,7.96,-0.58,-12.7,13.53,0.71,1
867,5.11,7.91,-0.13,-9.71,5.24,-0.76,1
892,5.2,7.88,0.08,-4.22,4.02,-1.67,1
916,5.07,7.98,0.32,1.76,8.35,-1.43,1
941,5.05,8.06,0.42,8.52,5,-1.55,1
964,4.93,8.1,0.63,16.02,6.4,-2.4,1
990,4.92,7.99,0.3,24.07,10.67,-0.51,1
1015,4.99,7.99,-0.57,28.89,7.5,1.56,1
1039,5.19,7.92,-1.64,26.63,-4.64,2.41,1
1064,5.2,7.74,-2.61,16.76,-1.59,1.5,1
1088,5.16,7.65,-3.02,4.07,3.96,0.16,1
