.03,8.00,0.21,1.57,8.53,-20.76,0
24451,-7.10,8.00,0.24,1.33,16.28,-20.15,0
24402,-6.70,7.90,0.38,1.45,-0.61,-22.46,0
24426,-7.03,8.00,0.21,1.57,8.53,-20.76,0
24451,-7.10,8.00,0.24,1.33,16.28,-20.15,0
Initialize MPU6050
* Clock Source: 1
* Accel Range:  0
* Accel Offset Registers: -1530 / -493 / 432
===== Calibration Complete =====
t_ms,ax,ay,az,gx,gy,gz,label
7229,-7.34,2.23,-0.32,-11.72,-2.69,213.69,0
7254,-6.55,3.15,-0.15,-13.24,-2.69,202.59,0
7279,-5.78,3.97,-0.62,-16.72,3.47,191.13,0
7304,-4.78,4.95,-0.41,-20.07,-16.22,178.51,0
7328,-4.19,5.48,-0.03,-22.21,-25.37,165.46,0
7353,-4.11,6.05,-0.04,-20.44,-28.24,155.70,0
7379,-3.41,6.66,0.13,-20.74,4.69,145.22,0
7403,-2.97,7.00,0.13,-21.96,-16.77,135.09,0
7428,-3.01,6.89,-0.09,-21.90,-16.16,131.68,0
7452,-2.26,7.13,0.04,-19.22,-10.43,130.28,0
7477,-1.44,7.54,0.66,-17.70,-5.55,123.81,0
7503,-1.35,7.41,0.62,-18.67,-5.80,119.00,0
7527,-0.52,7.76,1.41,-16.48,-3.97,115.34,0
7552,-0.06,7.94,1.36,-11.17,2.01,108.14,0
7576,1.34,7.82,1.55,-8.00,-8.24,97.96,0
7601,1.89,7.91,1.42,-5.50,-8.78,84.55,0
7625,2.59,8.04,2.03,-1.05,0.18,71.07,0
7650,3.27,8.04,1.93,4.50,6.09,55.10,0
7676,3.87,7.78,1.79,7.79,6.22,37.72,0
7700,4.53,7.63,1.72,10.23,7.37,18.27,0
7725,4.80,7.87,1.73,13.10,5.30,-6.67,0
7749,5.19,8.26,1.80,17.61,-4.94,-35.82,0
7774,4.96,7.95,1.00,20.41,-11.53,-68.50,0
7799,4.24,7.10,0.41,17.61,-15.19,-94.35,0
7823,4.34,6.76,0.22,11.69,-20.98,-118.74,0
7849,4.87,6.70,0.21,7.37,-27.08,-150.27,0
7873,5.00,6.28,0.23,1.94,-39.46,-190.27,0
7898,4.44,5.07,0.36,-2.63,-52.63,-236.06,0
7922,3.93,3.10,0.09,-7.15,-48.48,-278.80,0
7947,3.57,1.49,-0.06,-12.09,-23.05,-326.24,0
7973,3.19,-1.69,0.12,-12.57,-26.83,-390.14,0
7997,0.85,-6.12,-0.70,-25.80,-82.44,-453.68,0
8022,-2.82,-11.07,-1.77,-55.93,-73.11,-504.41,0
8046,-6.27,-15.68,-0.79,-88.12,-92.02,-538.86,0
8072,-14.58,-17.71,1.47,-126.11,-144.09,-523.37,0
8096,-20.60,-16.54,4.45,-148.85,-116.95,-443.19,0
8122,-20.60,-12.28,8.85,-143.97,-183.78,-302.95,0
8147,-20.60,-9.54,13.11,-106.17,-117.08,-142.95,0
8172,-20.60,-8.77,12.89,-39.34,75.91,-15.09,0
8197,-20.60,-9.83,10.82,-3.37,90.36,64.36,0
8221,-18.11,-9.03,8.41,10.11,150.06,99.97,0
8246,-16.01,-6.34,6.80,14.50,143.23,111.56,0
8272,-14.91,-4.24,5.38,17.06,135.48,117.78,0
8296,-15.10,-3.65,3.27,16.51,57.25,128.33,0
8321,-14.49,-3.51,1.96,10.60,122.74,145.89,0
8346,-14.46,-3.40,1.79,5.78,90.54,165.28,0
8371,-13.73,-3.27,0.95,8.22,59.51,181.07,0
8395,-12.98,-3.01,0.86,7.85,21.76,191.62,0
8420,-12.17,-2.18,0.53,9.44,6.46,199.36,0
8446,-10.89,-1.45,0.08,7.79,35.97,202.90,0
8470,-10.98,-0.97,-0.45,-0.81,33.90,203.08,0
8495,-10.76,-0.19,-0.67,-8.18,5.54,206.37,0
8519,-9.65,0.79,-0.44,-11.17,21.46,209.67,0
8545,-8.51,1.63,-0.43,-14.95,19.81,205.83,0
8570,-8.10,2.25,-0.46,-19.71,6.52,200.03,0
8594,-7.03,3.11,-0.18,-19.16,-32.32,193.69,0
8619,-6.27,4.18,0.12,-14.71,-28.54,185.03,0
8643,-5.78,4.53,-0.12,-13.79,-9.52,179.00,0
8669,-5.14,4.96,-0.28,-15.56,-24.09,171.07,0
8693,-4.40,5.53,0.06,-18.79,-15.07,163.02,0
8718,-3.56,5.76,-0.02,-19.40,-27.08,156.62,0
8743,-2.99,6.40,-0.07,-20.93,-6.77,149.36,0
8768,-2.64,6.54,0.32,-22.33,-4.09,144.55,0
8793,-1.63,6.76,0.64,-25.38,-9.52,138.20,0
8817,-0.99,6.43,0.80,-27.70,1.03,134.24,0
8842,-0.86,6.80,0.80,-29.28,21.76,129.67,0
8867,-0.33,7.42,1.32,-31.29,11.15,122.72,0
8892,0.36,7.68,1.90,-29.10,-10.31,114.06,0
8917,1.26,8.13,2.51,-22.15,-0.31,102.96,0
8941,2.11,8.60,3.00,-12.09,7.80,88.20,0
8966,3.15,8.94,3.47,0.17,1.03,70.16,0
8990,4.05,8.90,3.30,11.69,-14.58,45.03,0
9015,4.33,9.01,3.11,22.43,-14.76,20.77,0
9041,4.28,8.88,2.32,31.51,-8.05,-4.78,0
9065,3.85,8.68,1.69,35.90,-5.80,-27.10,0
9090,3.73,8.58,0.99,36.51,-12.81,-47.77,0
9114,3.57,8.07,0.38,32.61,-18.42,-67.34,0
9139,3.15,7.97,0.01,25.60,-21.10,-87.53,0
9163,2.93,8.21,-0.06,20.17,-21.59,-110.76,0
9189,2.71,7.68,-0.16,14.62,-27.69,-134.60,0
9214,2.26,6.86,-0.10,9.80,-37.20,-157.65,0
9238,1.63,6.12,-0.37,4.93,-33.36,-180.02,0
9263,1.88,5.16,-0.56,-2.33,-29.70,-203.01,0
9287,3.34,4.53,0.27,-9.34,-41.22,-241.18,0
9313,3.13,2.50,0.71,-10.87,-47.87,-297.22,0
9338,2.35,-0.61,0.30,-15.99,-47.87,-351.36,0
9362,1.57,-4.01,0.06,-23.18,-62.75,-402.28,0
9387,-0.17,-8.73,-0.04,-34.59,-54.03,-461.97,0
9412,-5.42,-12.93,0.55,-42.02,-17.32,-508.98,0
9437,-13.69,-15.46,-0.15,-53.37,-6.65,-505.94,0
9461,-20.60,-14.48,1.46,-73.55,-87.99,-428.56,0
9487,-20.60,-9.68,3.34,-91.29,-142.50,-263.99,0
9512,-20.60,-7.02,6.82,-76.78,-96.34,-86.73,0
9536,-20.60,-6.37,7.28,-44.22,148.41,30.95,0
9562,-20.60,-6.84,6.22,-25.01,48.96,77.78,0
9586,-17.12,-5.90,5.57,-13.67,122.01,85.70,0
9611,-16.56,-3.69,4.44,-8.24,105.30,83.02,0
9636,-15.49,-2.47,3.15,-0.26,34.45,90.03,0
9661,-15.06,-1.96,1.68,1.09,81.46,106.50,0
9686,-14.94,-1.98,1.52,-1.11,78.90,124.97,0
9710,-14.87,-1.66,1.39,9.13,20.06,143.39,0
9735,-14.18,-1.85,0.53,12.91,16.21,157.11,0
9759,-13.71,-1.57,-0.07,11.45,6.03,167.29,0
9785,-12.92,-1.06,-0.30,8.71,18.84,177.72,0
9810,-12.48,-0.54,-0.42,4.74,12.56,184.67,0
